task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	5e/606bb3	2223179	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10)	COMPLETED	0	2025-07-25 15:03:20.924	1.9s	1.5s	14.4%	5.9 MB	40.4 MB	281.9 MB	281.8 MB
1	78/0a1ed8	2223177	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10)	COMPLETED	0	2025-07-25 15:03:20.854	2s	1.5s	15.1%	5.9 MB	40.4 MB	279.6 MB	279.5 MB
2	eb/d437c6	2223184	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10)	COMPLETED	0	2025-07-25 15:03:20.967	2s	1.1s	17.6%	5.7 MB	40.4 MB	280.2 MB	280.1 MB
6	aa/a7d50e	2223611	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:03:22.952	2m 9s	2m 9s	189.9%	1.4 GB	1.6 GB	560.1 MB	229.1 KB
8	28/29dc43	2223784	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:03:23.112	2m 10s	2m 10s	193.7%	1.5 GB	1.7 GB	561.2 MB	231.2 KB
4	b8/5e7b7f	2223556	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-25 15:03:22.890	2m 13s	2m 13s	192.1%	1.5 GB	1.7 GB	564.7 MB	219 KB
11	69/b68272	2235261	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:05:33.393	4.4s	3.4s	87.6%	71.8 MB	4.2 GB	14.4 MB	6.8 KB
10	29/a295aa	2235164	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:05:32.433	5.4s	4.5s	67.2%	70.9 MB	4.2 GB	14.4 MB	6.5 KB
12	bd/891875	2235824	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-25 15:05:35.841	3.3s	2.5s	123.8%	68.3 MB	4.2 GB	14.4 MB	6 KB
14	a2/9162e2	2236273	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:05:37.965	1.7s	712ms	76.6%	3 MB	20.3 MB	279.6 MB	4.8 KB
13	81/394118	2236267	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:05:37.918	1.8s	928ms	55.4%	9.9 MB	47.8 MB	280.2 MB	6.2 KB
