task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	2b/5e4c57	1519838	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10)	COMPLETED	0	2025-07-24 13:07:24.613	1.1s	955ms	23.8%	5.8 MB	40.4 MB	279.6 MB	279.5 MB
3	2f/e685b0	1519852	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10)	COMPLETED	0	2025-07-24 13:07:24.664	1.1s	895ms	25.2%	5.9 MB	40.4 MB	281.9 MB	281.8 MB
2	22/6629f1	1519851	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10)	COMPLETED	0	2025-07-24 13:07:24.642	1.1s	910ms	24.9%	2.9 MB	20.3 MB	280.2 MB	280.1 MB
8	08/ccc840	1520429	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:07:26.105	2m 4s	2m 3s	198.4%	1.4 GB	1.6 GB	560.1 MB	229.1 KB
10	4c/69c7f1	1531145	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:09:29.949	2.9s	2.3s	124.6%	72 MB	4.2 GB	14.4 MB	6.5 KB
6	a1/3a4f09	1520447	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:07:26.155	2m 7s	2m 7s	197.9%	1.5 GB	1.7 GB	561.2 MB	231.2 KB
11	47/c5ba79	1531405	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:09:32.911	1.4s	721ms	75.6%	10.7 MB	48 MB	279.6 MB	4.8 KB
4	3a/49a362	1520157	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:07:25.806	2m 9s	2m 9s	197.8%	1.5 GB	1.8 GB	564.7 MB	219 KB
12	23/97f126	1531650	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:09:33.401	2.2s	1.6s	193.5%	61.7 MB	4.2 GB	14.4 MB	6.8 KB
15	13/14c8bb	1532234	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:09:35.690	1.2s	584ms	95.4%	11.7 MB	49.4 MB	280.2 MB	6.2 KB
