task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	4a/3c8c86	2243143	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10)	COMPLETED	0	2025-07-25 15:07:23.858	1.2s	929ms	23.4%	6 MB	40.4 MB	280.2 MB	280.1 MB
1	6f/83c94d	2243134	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10)	COMPLETED	0	2025-07-25 15:07:23.797	1.2s	1s	23.4%	5.7 MB	40.4 MB	279.6 MB	279.5 MB
3	ee/64caab	2243137	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10)	COMPLETED	0	2025-07-25 15:07:23.831	1.2s	954ms	24.9%	5.7 MB	40.4 MB	281.9 MB	281.8 MB
8	f3/115379	2243492	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:07:25.141	1m 9s	1m 9s	381.8%	2.1 GB	2.4 GB	560.1 MB	229.1 KB
6	e6/311ada	2243500	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:07:25.179	1m 11s	1m 10s	382.3%	2.2 GB	2.6 GB	561.2 MB	231.2 KB
4	44/c8039a	2243490	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-25 15:07:25.100	1m 12s	1m 11s	381.8%	3.3 GB	3.6 GB	564.7 MB	218.9 KB
10	a1/552daa	2251219	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:08:34.085	3.3s	2.7s	72.3%	70.9 MB	4.2 GB	14.4 MB	6.5 KB
11	c4/269c3b	2251426	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:08:35.889	2s	1.8s	140.0%	63.3 MB	4.2 GB	14.4 MB	6.8 KB
13	86/ef9cf3	2251986	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:08:37.456	1.1s	592ms	94.3%	11.8 MB	49.4 MB	279.6 MB	4.8 KB
12	2c/125e00	2251552	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-25 15:08:36.805	2.2s	1.8s	133.5%	52.7 MB	4.2 GB	14.4 MB	6 KB
14	6d/0d7c20	2252071	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:08:37.962	1.5s	679ms	81.0%	11.9 MB	49.4 MB	280.2 MB	6.2 KB
16	03/8487cf	2252394	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-25 15:08:39.071	1.2s	609ms	93.5%	11.6 MB	48.4 MB	282 MB	4.9 KB
15	29/447926	2252217	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:08:38.620	2.7s	2.5s	338.3%	242.7 MB	873.8 MB	205.8 KB	48.3 KB
17	81/05bac2	2252419	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:08:39.449	2.5s	2.3s	342.2%	321.9 MB	873.9 MB	208.7 KB	64.5 KB
18	b8/46edf0	2252676	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-25 15:08:40.254	2.7s	2.5s	336.2%	243.4 MB	873.8 MB	206.1 KB	48.8 KB
5	e3/a3e0b2	2243494	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:07:25.157	1m 46s	1m 46s	389.2%	4.4 GB	4.8 GB	564.9 MB	181.5 KB
19	e9/d64cf8	2254197	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:09:11.458	1.6s	1.4s	209.6%	66.7 MB	4.2 GB	14.3 MB	4.5 KB
20	bd/316cd6	2254509	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:09:13.059	1s	587ms	94.7%	11.8 MB	49.4 MB	282 MB	3 KB
21	66/32898f	2254623	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:09:14.184	2.3s	2.2s	330.3%	165.5 MB	873.7 MB	202.2 KB	29.7 KB
7	3a/4a9723	2243515	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:07:25.207	1m 54s	1m 53s	386.2%	3.9 GB	4.3 GB	561.4 MB	166.4 KB
9	07/ae8290	2243645	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:07:25.324	1m 55s	1m 55s	391.1%	3.7 GB	4.4 GB	560.3 MB	192.6 KB
22	f6/ee81b5	2254958	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:09:19.088	1.7s	1.3s	238.3%	68 MB	4.2 GB	14.3 MB	4.8 KB
24	7a/8c2cde	2255179	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:09:21.043	1.1s	614ms	92.5%	11.6 MB	49.4 MB	280.2 MB	3.3 KB
23	54/f6b00a	2255175	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:09:20.664	2s	1.3s	275.1%	69.7 MB	4.2 GB	14.3 MB	5.2 KB
26	8a/6e3b7c	2255591	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:09:22.726	902ms	722ms	76.3%	11 MB	48 MB	279.6 MB	3 KB
25	88/ab0d0a	2255421	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:09:22.231	1.7s	1.5s	306.9%	205.7 MB	873.7 MB	202.8 KB	33.6 KB
27	e3/2468a4	2255775	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:09:23.666	2.2s	2s	336.2%	186.1 MB	873.7 MB	202.2 KB	29.2 KB
28	38/74d19c	2256021	MERGE_BLAST_RESULTS	COMPLETED	0	2025-07-25 15:09:25.882	297ms	29ms	23.9%	0	0	374.7 KB	252.9 KB
29	75/f56e33	2256143	PROCESS_RESULTS	COMPLETED	0	2025-07-25 15:09:26.243	2.4s	2.2s	197.7%	71.7 MB	4.2 GB	48.4 MB	5.6 KB
