task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	13/4168f1	1479821	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10)	COMPLETED	0	2025-07-24 12:52:48.004	1.1s	909ms	24.9%	5.7 MB	40.4 MB	281.9 MB	281.8 MB
2	69/866f2e	1479836	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10)	COMPLETED	0	2025-07-24 12:52:48.038	1.1s	875ms	24.8%	6 MB	40.4 MB	280.2 MB	280.1 MB
1	1c/9d4504	1479816	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10)	COMPLETED	0	2025-07-24 12:52:47.974	1.1s	952ms	22.8%	6.2 MB	40.4 MB	279.6 MB	279.5 MB
4	16/0ef6ab	1480160	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 12:52:49.181	24.7s	24.5s	1175.5%	7 GB	8.2 GB	564.7 MB	219 KB
9	c9/d7fb97	1480158	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 12:52:49.157	35.1s	34.9s	1335.5%	9.6 GB	10.7 GB	561.4 MB	166.4 KB
8	9c/31d9de	1481607	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 12:53:13.866	20.7s	20.5s	1351.4%	6.3 GB	7.5 GB	561.2 MB	231.2 KB
5	bb/bb0631	1482231	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 12:53:24.287	33.4s	33.3s	1317.3%	10.5 GB	12 GB	564.9 MB	181.6 KB
7	73/841076	1482961	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 12:53:34.613	40.5s	40.3s	1173.0%	9.5 GB	10.8 GB	560.3 MB	192.6 KB
10	68/609c8b	1484797	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 12:54:15.141	2.1s	1.8s	196.9%	53.4 MB	4.2 GB	14.4 MB	6 KB
14	70/50fa62	1484932	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 12:54:15.466	1.8s	1.6s	130.5%	68.4 MB	4.2 GB	14.3 MB	5.2 KB
13	c7/f4e3d4	1484918	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 12:54:15.440	1.8s	1.5s	104.0%	69.5 MB	4.2 GB	14.3 MB	4.5 KB
12	7f/c837ec	1484818	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 12:54:15.208	2s	1.5s	127.2%	69.2 MB	4.2 GB	14.4 MB	6.8 KB
11	7e/7d6096	1484805	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 12:54:15.180	2.1s	1.6s	97.9%	62.3 MB	4.2 GB	14.3 MB	4.8 KB
6	c2/a7bd3e	1483987	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 12:53:57.761	20.6s	20.2s	1272.6%	5.3 GB	6.4 GB	560.1 MB	229.1 KB
15	79/6f56d0	1485802	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 12:54:17.270	1.1s	692ms	78.5%	11.6 MB	48.2 MB	282 MB	4.9 KB
16	87/17331f	1485804	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 12:54:17.291	1.1s	684ms	78.0%	11.6 MB	48.2 MB	279.6 MB	3 KB
18	2f/6eb994	1485812	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 12:54:17.322	2.1s	989ms	55.6%	2.8 MB	20.3 MB	280.2 MB	6.2 KB
19	c4/3dec18	1485819	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 12:54:17.376	2.1s	888ms	64.7%	2.8 MB	20.3 MB	280.2 MB	3.3 KB
17	3f/96957d	1486020	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 12:54:17.901	1.6s	867ms	63.7%	11.5 MB	48.2 MB	282 MB	3 KB
20	1f/d7d824	1486226	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 12:54:18.448	2.5s	1.3s	285.4%	70.1 MB	4.2 GB	14.4 MB	6.5 KB
21	78/c43a7a	1486270	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 12:54:18.489	2.9s	1.7s	586.7%	196.7 MB	2.1 GB	206.1 KB	48.8 KB
22	18/f9f5b9	1486766	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-24 12:54:20.952	1.6s	1.4s	587.1%	209.8 MB	2.1 GB	202.2 KB	29.2 KB
24	58/0edf07	1486866	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-24 12:54:21.384	1.3s	1.1s	632.7%	6.9 MB	87.9 MB	202.8 KB	33.6 KB
25	7f/4f0788	1487177	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 12:54:22.678	1.5s	1.3s	649.4%	208.4 MB	2.1 GB	202.2 KB	29.7 KB
23	db/84242c	1487113	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 12:54:22.567	1.7s	1.5s	639.3%	200.4 MB	2.3 GB	208.7 KB	64.5 KB
26	c5/be6b4c	1487540	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 12:54:24.254	880ms	608ms	91.2%	12 MB	49.4 MB	279.6 MB	4.8 KB
27	a3/0226fe	1487656	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 12:54:25.178	1.7s	1.5s	654.6%	199.9 MB	2.1 GB	205.8 KB	48.3 KB
28	37/5c5643	1487855	MERGE_BLAST_RESULTS	COMPLETED	0	2025-07-24 12:54:26.975	310ms	49ms	30.8%	2.9 MB	20.3 MB	374.7 KB	252.9 KB
29	f3/ad0b20	1487951	PROCESS_RESULTS	COMPLETED	0	2025-07-24 12:54:27.361	2.3s	2.1s	207.9%	71.5 MB	4.2 GB	48.4 MB	5.6 KB
30	5f/17fce2	1488157	BUILD_SUMMARY	COMPLETED	0	2025-07-24 12:54:29.824	3.1s	2.6s	148.9%	74.7 MB	4.2 GB	15.3 MB	358.3 KB
