task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	3b/887258	1538780	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10)	COMPLETED	0	2025-07-24 13:11:20.573	1.1s	891ms	25.5%	5.8 MB	40.4 MB	279.6 MB	279.5 MB
2	fa/f78662	1538767	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10)	COMPLETED	0	2025-07-24 13:11:20.501	1.1s	944ms	24.0%	5.9 MB	40.4 MB	280.2 MB	280.1 MB
3	dd/bb218e	1538819	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10)	COMPLETED	0	2025-07-24 13:11:20.618	1s	825ms	23.9%	5.9 MB	40.4 MB	281.9 MB	281.8 MB
6	75/98acf8	1539113	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:11:21.774	1m 9s	1m 9s	380.6%	2.2 GB	2.5 GB	560.1 MB	229.1 KB
4	c0/09060b	1539110	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:11:21.701	1m 11s	1m 11s	378.1%	2.4 GB	2.8 GB	561.2 MB	231.2 KB
10	55/6b435b	1546506	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:12:30.696	2.5s	1.9s	101.6%	53.2 MB	4.2 GB	14.4 MB	6.5 KB
8	60/565d24	1539115	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:11:21.803	1m 12s	1m 11s	381.2%	3.1 GB	3.4 GB	564.7 MB	218.9 KB
12	94/ba5e84	1546743	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:12:33.218	1s	715ms	72.5%	2.9 MB	20.3 MB	279.6 MB	4.8 KB
11	15/b5ebfa	1546714	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:12:32.874	1.9s	1.5s	167.0%	60.5 MB	4.2 GB	14.4 MB	6.8 KB
13	f4/a6af0a	1546851	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:12:33.358	1.6s	1.1s	228.0%	12.2 MB	49.8 MB	14.4 MB	6 KB
15	29/466b88	1547432	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:12:34.850	835ms	673ms	83.9%	11.5 MB	48.4 MB	280.2 MB	6.2 KB
16	f6/a48c90	1547599	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:12:35.273	1.1s	600ms	93.9%	11.9 MB	49.4 MB	282 MB	4.9 KB
14	ad/3ef3ff	1547261	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:12:34.273	2.6s	2.4s	341.1%	247.9 MB	873.8 MB	205.8 KB	48.3 KB
17	c7/0dfebd	1547739	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:12:35.725	2.4s	2.3s	343.2%	315.9 MB	873.9 MB	208.7 KB	64.5 KB
18	d1/373276	1547883	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:12:36.370	2.6s	2.5s	344.5%	245.9 MB	873.8 MB	206.1 KB	48.8 KB
9	30/66a61a	1539179	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:11:21.932	1m 46s	1m 46s	389.4%	4.3 GB	4.8 GB	564.9 MB	181.5 KB
19	9c/8a7174	1549342	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:13:08.280	1.4s	1.1s	234.2%	71.1 MB	4.2 GB	14.3 MB	4.5 KB
20	8d/120ae3	1549627	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-24 13:13:09.739	945ms	693ms	76.1%	3 MB	20.3 MB	282 MB	3 KB
