task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	1a/d47d2b	2267879	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10)	COMPLETED	0	2025-07-25 15:11:41.151	1.2s	1s	22.8%	6 MB	40.4 MB	280.2 MB	280.1 MB
1	85/c310de	2267868	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10)	COMPLETED	0	2025-07-25 15:11:41.080	1.3s	1s	23.1%	6 MB	40.4 MB	279.6 MB	279.5 MB
3	19/4f4fd0	2267871	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10)	COMPLETED	0	2025-07-25 15:11:41.110	1.3s	1s	23.8%	3 MB	20.3 MB	281.9 MB	281.8 MB
4	5a/1406d9	2268230	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:11:42.469	23.4s	23.2s	1227.5%	7.1 GB	8.4 GB	561.2 MB	231.2 KB
5	c9/235c63	2268216	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:11:42.395	35.7s	35.4s	1323.0%	9.7 GB	10.9 GB	561.4 MB	166.4 KB
7	60/0d9b39	2269871	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:12:05.911	41.4s	41.2s	1156.3%	9.2 GB	10.5 GB	560.3 MB	192.6 KB
9	41/4d536c	2270681	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:12:18.083	33.8s	33.4s	1271.0%	10.9 GB	12.2 GB	564.9 MB	181.6 KB
6	11/254c4c	2271868	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:12:47.367	21.3s	21.1s	1277.7%	5.4 GB	6.6 GB	560.1 MB	229.1 KB
10	70/280c98	2274040	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:13:08.670	2.1s	1.7s	116.6%	51.8 MB	4.2 GB	14.4 MB	6.8 KB
14	1e/c64abd	2274119	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:13:09.085	1.7s	1.4s	95.3%	67.1 MB	4.2 GB	14.4 MB	6.5 KB
11	f5/0a2a96	2274050	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:13:08.723	2s	1.4s	85.3%	67 MB	4.2 GB	14.3 MB	4.8 KB
12	17/624209	2274059	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:13:08.747	2s	1.4s	85.2%	67.2 MB	4.2 GB	14.3 MB	5.2 KB
13	2f/799de0	2274117	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:13:09.047	1.7s	1.4s	90.2%	67.6 MB	4.2 GB	14.3 MB	4.5 KB
17	f0/f5b42a	2275044	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:13:10.797	1.2s	683ms	83.4%	11 MB	48 MB	280.2 MB	3.3 KB
19	b8/eaeedb	2275126	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:13:10.999	1.4s	969ms	58.3%	10.1 MB	47.8 MB	279.6 MB	3 KB
16	62/74fe0c	2275047	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:13:10.851	1.7s	932ms	55.6%	2.8 MB	20.3 MB	279.6 MB	4.8 KB
18	5d/784f31	2275225	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:13:11.352	1.6s	588ms	95.1%	11.9 MB	49.4 MB	282 MB	3 KB
15	84/650846	2275256	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:13:11.382	1.8s	599ms	91.8%	11.7 MB	49.4 MB	280.2 MB	6.2 KB
8	40/bb0d42	2272232	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-25 15:12:51.903	22.4s	21.9s	1272.6%	7.2 GB	8.4 GB	564.7 MB	219 KB
20	dc/bb99e2	2275658	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:13:13.222	1.3s	1.1s	647.0%	329.6 MB	2.1 GB	202.8 KB	33.6 KB
21	4e/e6baf7	2275762	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF01960)	COMPLETED	0	2025-07-25 15:13:14.342	1.7s	1.4s	574.4%	211.6 MB	2.1 GB	202.2 KB	29.2 KB
22	d6/4aa84c	2275926	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:13:14.750	1.7s	1.5s	645.8%	203 MB	2.4 GB	205.8 KB	48.3 KB
