task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	25/c25a9c	2278069	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10)	COMPLETED	0	2025-07-25 15:13:32.659	1.3s	1.1s	20.8%	5.8 MB	40.4 MB	280.2 MB	280.1 MB
3	d7/9b05f1	2278072	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10)	COMPLETED	0	2025-07-25 15:13:32.682	1.3s	1.1s	21.0%	6.1 MB	40.4 MB	281.9 MB	281.8 MB
1	de/a9972c	2278095	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10)	COMPLETED	0	2025-07-25 15:13:32.722	1.3s	1.2s	20.7%	6 MB	40.4 MB	279.6 MB	279.5 MB
4	9f/ec4533	2278576	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:13:34.086	23.4s	23.2s	1221.6%	6 GB	7.3 GB	561.2 MB	231.2 KB
7	a2/d8c681	2278572	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:13:34.039	36.7s	36.6s	1198.0%	11.1 GB	12.3 GB	564.9 MB	181.6 KB
5	35/1f32e4	2280023	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:13:57.486	33.3s	33s	1394.6%	9.2 GB	10.3 GB	561.4 MB	166.4 KB
6	9b/423b18	2280874	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-25 15:14:10.819	22.6s	22.4s	1269.2%	7.4 GB	8.6 GB	564.7 MB	219 KB
8	ae/b72e49	2281759	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:14:30.801	21.8s	21.7s	1260.2%	5.4 GB	6.5 GB	560.1 MB	229.1 KB
11	cc/634e28	2283457	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF01960)	COMPLETED	0	2025-07-25 15:14:52.723	2.1s	1.5s	87.2%	69.3 MB	4.2 GB	14.3 MB	4.5 KB
14	c9/83d0c5	2283555	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:14:53.168	1.6s	1.3s	155.7%	70 MB	4.2 GB	14.4 MB	6.5 KB
10	a1/6ee99e	2283455	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:14:52.682	2.1s	1.7s	99.9%	54.9 MB	4.2 GB	14.4 MB	6.8 KB
13	29/29aca9	2283521	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-25 15:14:53.075	1.7s	1.5s	106.7%	69.8 MB	4.2 GB	14.4 MB	6 KB
12	4c/8222cb	2283464	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF01960)	COMPLETED	0	2025-07-25 15:14:52.763	2.1s	1.5s	80.9%	69.1 MB	4.2 GB	14.3 MB	4.8 KB
17	66/880046	2284491	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-25 15:14:54.899	1.1s	716ms	73.7%	11.8 MB	49.4 MB	280.2 MB	6.2 KB
16	c6/890b6e	2284506	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-25 15:14:54.961	1.4s	829ms	65.1%	3 MB	20.3 MB	279.6 MB	4.8 KB
18	4f/47ad7d	2284511	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-25 15:14:54.982	2s	680ms	76.6%	3 MB	20.3 MB	282 MB	4.9 KB
