task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	40/8d606e	1489066	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10)	COMPLETED	0	2025-07-24 12:59:49.249	1.4s	1.2s	18.1%	5.9 MB	40.4 MB	279.6 MB	279.5 MB
2	b9/2c4a16	1489070	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10)	COMPLETED	0	2025-07-24 12:59:49.286	1.5s	1.3s	18.2%	5.9 MB	40.4 MB	280.2 MB	280.1 MB
3	2c/e5e6ae	1489076	CHECK_FNA_HEADERS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10)	COMPLETED	0	2025-07-24 12:59:49.323	1.5s	1.2s	17.4%	5.8 MB	40.4 MB	281.9 MB	281.8 MB
4	ba/333c16	1489530	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 12:59:50.799	4m 8s	4m 8s	99.1%	805.8 MB	923.3 MB	560.1 MB	229.1 KB
10	50/1f7a0c	1508730	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:03:59.234	4.3s	3.3s	98.2%	73.1 MB	4.2 GB	14.4 MB	6.5 KB
6	6a/b6bf2e	1489549	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 12:59:50.876	4m 14s	4m 14s	99.4%	889 MB	1022.9 MB	561.2 MB	231.2 KB
11	5c/794962	1509288	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:04:03.690	1.6s	871ms	63.4%	11.6 MB	48.2 MB	279.6 MB	4.8 KB
12	be/b5bffa	1509405	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:04:04.888	2.4s	1.8s	180.0%	52.7 MB	4.2 GB	14.4 MB	6.8 KB
14	14/a22f25	1509937	EXTRACT_SEQUENCES (contigs_drinking_water_microbiome_spike_in_GCF_000621645__depth10_RF00177)	COMPLETED	0	2025-07-24 13:04:07.352	1.1s	626ms	86.3%	2.9 MB	20.3 MB	280.2 MB	6.2 KB
8	34/f87fa5	1489628	CMSEARCH (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 12:59:50.984	4m 20s	4m 20s	99.6%	877.6 MB	993.8 MB	564.7 MB	219 KB
13	2d/c6cc85	1509712	BLAST_ANNOTATE (contigs_drinking_water_microbiome_spike_in_GCF_000008485__depth10_RF00177)	COMPLETED	0	2025-07-24 13:04:05.424	7.7s	7.4s	95.0%	230.9 MB	448 MB	205.8 KB	48.3 KB
16	4e/2d0372	1510680	GET_CMSTATS (contigs_drinking_water_microbiome_spike_in_GCF_001457615__depth10_RF00177)	COMPLETED	0	2025-07-24 13:04:11.006	2.7s	2.1s	150.1%	45.6 MB	4.2 GB	14.4 MB	6 KB
